date,namespace,cpu_used
2024-01-08,alpha,354.1498598678943
2024-01-09,alpha,259.7837271425546
2024-01-10,alpha,244.2361073562269
2024-01-11,alpha,265.6699464174016
2024-01-12,alpha,225.34446854103552
2024-01-13,alpha,336.90234504406277
2024-01-14,alpha,275.6800975231198
2024-01-15,alpha,208.05317378670432
2024-01-16,alpha,374.89364331864215
2024-01-17,alpha,245.97280534330287
2024-01-18,alpha,285.8882152784971
2024-01-19,alpha,376.61802774113676
2024-01-20,alpha,306.059498978498
2024-01-21,alpha,179.22451017709102
2024-01-22,alpha,384.9580309033688
2024-01-23,alpha,306.9270132678545
2024-01-24,alpha,233.72640366427152
2024-01-25,alpha,184.8180181658468
2024-01-26,alpha,348.50629731757397
2024-01-27,alpha,305.0181889821284
2024-01-28,alpha,283.3652729940804
2024-01-29,alpha,373.4731457627394
2024-01-30,alpha,347.1493028061327
2024-01-31,alpha,187.9187199331878
2024-02-01,alpha,227.93051694888706
2024-02-02,alpha,212.12228495361643
2024-02-03,alpha,335.98657314316927
2024-02-04,alpha,158.38310868394484
2024-02-05,alpha,292.47242121782915
2024-02-06,alpha,340.6146714351726
2024-02-07,alpha,369.19140919043735
2024-02-08,alpha,235.52043717897686
2024-02-09,alpha,355.3143261680032
2024-02-10,alpha,177.6579342388018
2024-02-11,alpha,361.61307293362955
2024-02-12,alpha,181.8721655829956
2024-02-13,alpha,249.32182264009182
2024-02-14,alpha,349.32384144488844
2024-02-15,alpha,187.47935683719345
2024-02-16,alpha,207.31284880816037
2024-02-17,alpha,330.56314209826655
2024-02-18,alpha,330.0091341365186
2024-02-19,alpha,310.2869082213243
2024-02-20,alpha,323.487111116775
2024-02-21,alpha,285.68111083689905
2024-02-22,alpha,212.94976472673818
2024-02-23,alpha,236.42399837597986
2024-02-24,alpha,195.39942920035642
2024-02-25,alpha,377.11264033340706
2024-02-26,alpha,295.8479486915301
2024-02-27,alpha,250.21285419090998
2024-02-28,alpha,265.5014509110332
2024-02-29,alpha,386.82083490295383
2024-03-01,alpha,188.33785077902004
2024-03-02,alpha,296.5574580041993
2024-03-03,alpha,276.47216972111653
2024-03-04,alpha,302.8635588586619
2024-03-05,alpha,154.52754595521012
2024-03-06,alpha,368.03097723603787
2024-03-07,alpha,383.0295706209031
2024-03-08,alpha,291.2832958973022
2024-03-09,alpha,324.16270596922305
2024-03-10,alpha,380.6248452943239
2024-03-11,alpha,326.8096585783496
2024-03-12,alpha,188.13476072856534
2024-03-13,alpha,294.0720900417033
2024-03-14,alpha,301.678761595714
2024-03-15,alpha,256.0326678255965
2024-03-16,alpha,334.1110589061807
2024-03-17,alpha,383.59175369225375
2024-03-18,alpha,381.39212822669407
2024-03-19,alpha,262.70984285103305
2024-03-20,alpha,178.30951146018882
2024-03-21,alpha,396.21029974058365
2024-03-22,alpha,359.7245216114835
2024-03-23,alpha,181.1656703008167
2024-03-24,alpha,380.2104706543431
2024-03-25,alpha,367.4740905155321
2024-03-26,alpha,279.70951428151807
2024-03-27,alpha,297.81885893623235
2024-03-28,alpha,249.75067596753257
2024-03-29,alpha,163.69040970550782
2024-03-30,alpha,233.79931041147523
2024-03-31,alpha,350.71336214950287
2024-04-01,alpha,151.1580057511507
2024-04-02,alpha,233.37479292278604
2024-04-03,alpha,249.54217339773584
2024-04-04,alpha,284.3489007344807
2024-04-05,alpha,379.9639041031901
2024-04-06,alpha,236.5864985914903
2024-04-07,alpha,236.73830047405693
2024-04-08,alpha,334.3753120274371
2024-04-09,alpha,263.0544852224518
2024-04-10,alpha,206.1512057349955
2024-04-11,alpha,263.10987903317334
2024-04-12,alpha,185.21425509494998
2024-04-13,alpha,194.09674662655584
2024-04-14,alpha,274.59194318486993
2024-04-15,alpha,254.73136237613699
2024-04-16,alpha,378.711475267025
2024-04-17,alpha,240.59847477915827
2024-04-18,alpha,295.14708756951086
2024-04-19,alpha,308.0660719798826
2024-04-20,alpha,153.2736141470834
2024-04-21,alpha,315.88434300417765
2024-04-22,alpha,194.50899171743785
2024-04-23,alpha,390.2675793673638
2024-04-24,alpha,187.16568193827823
2024-04-25,alpha,253.65603093175594
2024-04-26,alpha,171.33741701966096
2024-04-27,alpha,399.21856296148684
2024-04-28,alpha,275.54875258281066
2024-04-29,alpha,298.84625433001094
2024-04-30,alpha,166.76911934710688
2024-05-01,alpha,337.4901175997944
2024-05-02,alpha,202.47639827389645
2024-05-03,alpha,374.51357236017844
2024-05-04,alpha,201.2849101205018
2024-05-05,alpha,197.67193016591665
2024-05-06,alpha,159.1374169620237
2024-05-07,alpha,268.01673627749983
2024-05-08,alpha,291.2102833156541
2024-05-09,alpha,166.4271598570881
2024-05-10,alpha,343.8819041737527
2024-05-11,alpha,263.3222086870069
2024-05-12,alpha,281.097567331895
2024-05-13,alpha,260.19068673455706
2024-05-14,alpha,250.1907652188315
2024-05-15,alpha,289.91008282705445
2024-05-16,alpha,188.81006148267812
2024-05-17,alpha,195.4820326238178
2024-05-18,alpha,365.44640525337934
2024-05-19,alpha,386.5288655334082
2024-05-20,alpha,243.32732906993823
2024-05-21,alpha,217.68616828588844
2024-05-22,alpha,310.99988580975395
2024-05-23,alpha,252.18354277452408
2024-05-24,alpha,156.34658891508622
2024-05-25,alpha,189.03814934154758
2024-05-26,alpha,328.9930572118494
2024-05-27,alpha,314.73098547753784
2024-05-28,alpha,156.77399812587086
2024-05-29,alpha,205.49304048323737
2024-05-30,alpha,207.76869914701786
2024-05-31,alpha,317.9731858996821
2024-06-01,alpha,154.92763443859104
2024-06-02,alpha,176.02714549614348
2024-06-03,alpha,349.97902134329735
2024-06-04,alpha,194.63616551358342
2024-06-05,alpha,313.1865269629687
2024-06-06,alpha,209.54569526168163
2024-06-07,alpha,174.8603481898363
2024-06-08,alpha,210.79304774986352
2024-06-09,alpha,330.5667329639148
2024-06-10,alpha,363.9241170265714
2024-06-11,alpha,357.5549661417479
2024-06-12,alpha,249.2958824046137
2024-06-13,alpha,317.02128414266156
2024-06-14,alpha,201.24607385395524
2024-06-15,alpha,223.28693256525332
2024-06-16,alpha,374.08395463027995
2024-06-17,alpha,153.250480877684
2024-06-18,alpha,171.37713271361702
2024-06-19,alpha,201.97156378650683
2024-06-20,alpha,156.63305096845494
2024-06-21,alpha,195.35885877244934
2024-06-22,alpha,295.76039024242306
2024-06-23,alpha,255.3561376481245
2024-06-24,alpha,373.1679277692437
2024-06-25,alpha,354.3608904346102
2024-06-26,alpha,235.45433792446897
2024-06-27,alpha,214.85585835782314
2024-06-28,alpha,244.92310204181672
2024-06-29,alpha,297.5737356287019
2024-06-30,alpha,217.01591020571908
2024-07-01,alpha,306.0372269622835
2024-07-02,alpha,252.3529130478101
2024-07-03,alpha,288.011795212995
2024-07-04,alpha,259.03163228382914
2024-07-05,alpha,223.61643988547942
2024-07-06,alpha,387.11332674053915
2024-07-07,alpha,340.90144853994025
2024-07-08,alpha,185.02829394161313
2024-07-09,alpha,367.1169939744782
2024-07-10,alpha,271.85779956237843
2024-07-11,alpha,373.6380567235228
2024-07-12,alpha,349.96381398682877
2024-07-13,alpha,256.30337611730835
2024-07-14,alpha,155.61732708002936
2024-07-15,alpha,217.16933984623654
2024-07-16,alpha,285.40855366521674
2024-07-17,alpha,308.36955495653683
2024-07-18,alpha,214.47192135830056
2024-07-19,alpha,184.83901851820605
2024-07-20,alpha,358.7325591998248
2024-07-21,alpha,396.10054517588804
2024-07-22,alpha,281.42254557567145
2024-07-23,alpha,192.91982146207587
2024-07-24,alpha,218.07683162984222
2024-07-25,alpha,154.59766913686667
2024-07-26,alpha,378.5747016401248
2024-07-27,alpha,179.43777072253528
2024-07-28,alpha,294.1291188785634
2024-07-29,alpha,218.5138051718015
2024-07-30,alpha,288.54450062894836
2024-07-31,alpha,312.85509708796604
2024-08-01,alpha,357.4354509268004
2024-08-02,alpha,201.6053179401508
2024-08-03,alpha,152.74895716462012
2024-08-04,alpha,184.2214075172018
2024-08-05,alpha,375.00466046202627
2024-08-06,alpha,368.4725193906288
2024-08-07,alpha,299.3532755425771
2024-08-08,alpha,300.12921510841335
2024-08-09,alpha,316.25916863656386
2024-08-10,alpha,193.8428196558624
2024-08-11,alpha,378.60298648123995
2024-08-12,alpha,254.69263122301828
2024-08-13,alpha,245.78463206237438
2024-08-14,alpha,279.7294263207094
2024-08-15,alpha,161.74149169376375
2024-08-16,alpha,191.57084218901986
2024-08-17,alpha,334.5084041065926
2024-08-18,alpha,170.6996669812816
2024-08-19,alpha,300.788027366597
2024-08-20,alpha,211.33727742033022
2024-08-21,alpha,247.32390351049412
2024-08-22,alpha,222.17343419267496
2024-08-23,alpha,238.9181791162373
2024-08-24,alpha,329.76147629606135
2024-08-25,alpha,224.28042890579377
2024-08-26,alpha,291.6011600742243
2024-08-27,alpha,269.0126005497749
2024-08-28,alpha,315.917791340662
2024-08-29,alpha,384.2074348311895
2024-08-30,alpha,333.1430243025626
2024-08-31,alpha,203.73509464768918
2024-09-01,alpha,157.79578376532118
2024-09-02,alpha,215.56601107495626
2024-09-03,alpha,298.7694826750637
2024-09-04,alpha,162.8564533710626
2024-09-05,alpha,274.0915618003091
2024-09-06,alpha,299.2107122292223
2024-09-07,alpha,233.5609727042402
2024-09-08,alpha,342.7280509364555
2024-09-09,alpha,176.64956328344294
2024-09-10,alpha,168.7844454339522
2024-09-11,alpha,332.04718905090084
2024-09-12,alpha,273.8728290515496
2024-09-13,alpha,322.100599106934
2024-09-14,alpha,258.70683465093657
2024-09-15,alpha,211.6005083097767
2024-09-16,alpha,354.7755794185499
2024-09-17,alpha,349.8539697422448
2024-09-18,alpha,323.6741177136067
2024-09-19,alpha,218.0362843074907
2024-09-20,alpha,297.5576667172718
2024-09-21,alpha,240.24347423500672
2024-09-22,alpha,172.89551833165854
2024-09-23,alpha,379.32839386556066
2024-09-24,alpha,184.20465772974035
2024-09-25,alpha,387.55933845520065
2024-09-26,alpha,261.50144323948894
2024-09-27,alpha,196.2832322096549
2024-09-28,alpha,285.4752368445895
2024-09-29,alpha,368.23645896910205
2024-09-30,alpha,333.05622160239034
2024-10-01,alpha,351.6402869653624
2024-10-02,alpha,314.69584167767937
2024-10-03,alpha,323.0691411294631
2024-10-04,alpha,362.2989128913298
2024-10-05,alpha,212.41700221479647
2024-10-06,alpha,272.3562409107851
2024-10-07,alpha,205.30236045490057
2024-10-08,alpha,396.91700199916176
2024-10-09,alpha,386.01483492165335
2024-10-10,alpha,159.85670284212648
2024-10-11,alpha,326.3937931289221
2024-10-12,alpha,381.3120793539165
2024-10-13,alpha,195.1438362818334
2024-10-14,alpha,291.98630763815737
2024-10-15,alpha,378.87207439701046
2024-10-16,alpha,158.4864946464497
2024-10-17,alpha,324.35506681171
2024-10-18,alpha,224.3372518431377
2024-10-19,alpha,381.0990488441326
2024-10-20,alpha,392.7645612913419
2024-10-21,alpha,386.06662227835847
2024-10-22,alpha,268.55355416436595
2024-10-23,alpha,365.51066274732835
2024-10-24,alpha,361.1373496337676
2024-10-25,alpha,229.77511831081392
2024-10-26,alpha,357.2288685376693
2024-10-27,alpha,159.25190867887315
2024-10-28,alpha,299.0674696205133
2024-10-29,alpha,207.50220932192576
2024-10-30,alpha,180.1417214443197
2024-10-31,alpha,169.2383004073023
2024-11-01,alpha,324.07219396953496
2024-11-02,alpha,234.96874094201655
2024-11-03,alpha,331.19169288219035
2024-11-04,alpha,166.3390851997356
2024-11-05,alpha,228.82258445765257
2024-11-06,alpha,284.8728230938343
2024-11-07,alpha,347.68079120974085
2024-11-08,alpha,229.68812573301747
2024-11-09,alpha,306.47284410925226
2024-11-10,alpha,371.4944370590468
2024-11-11,alpha,303.96579704557615
2024-11-12,alpha,208.23986868840845
2024-11-13,alpha,156.1001953891345
2024-11-14,alpha,367.5247184752325
2024-11-15,alpha,155.31735271259677
2024-11-16,alpha,368.67541817104984
2024-11-17,alpha,282.23428350680297
2024-11-18,alpha,384.76692462822405
2024-11-19,alpha,349.69580894341635
2024-11-20,alpha,399.48352763333435
2024-11-21,alpha,237.67795386292755
2024-11-22,alpha,341.7970722327817
2024-11-23,alpha,250.48272840231056
2024-11-24,alpha,269.9689050759772
2024-11-25,alpha,306.8763658045925
2024-11-26,alpha,368.4192785465847
2024-11-27,alpha,396.02086729982375
2024-11-28,alpha,342.06835346612957
2024-11-29,alpha,254.44169554183344
2024-11-30,alpha,255.33925056926756
2024-12-01,alpha,334.39557539722284
2024-12-02,alpha,209.6942864420756
2024-12-03,alpha,177.61852828284867
2024-12-04,alpha,238.65553941019414
2024-12-05,alpha,221.80974791352043
2024-12-06,alpha,224.07703011399752
2024-12-07,alpha,208.40193776247747
2024-12-08,alpha,160.52329740909047
2024-12-09,alpha,154.46848368335344
2024-12-10,alpha,396.9305974340079
2024-12-11,alpha,256.9432834339656
2024-12-12,alpha,246.08166178992042
2024-12-13,alpha,319.91182067326747
2024-12-14,alpha,204.56347196626604
2024-12-15,alpha,387.49029598755635
2024-12-16,alpha,346.58625360388805
2024-12-17,alpha,172.35275057806487
2024-12-18,alpha,254.3951939462321
2024-12-19,alpha,369.7795768905412
2024-12-20,alpha,386.1830055728526
2024-12-21,alpha,266.8503778124674
2024-12-22,alpha,303.35284730267693
2024-12-23,alpha,191.7584865230188
2024-12-24,alpha,397.7921565342441
2024-12-25,alpha,207.91792534586085
2024-12-26,alpha,385.68294353378144
2024-12-27,alpha,312.4116622480921
2024-12-28,alpha,301.9341987197148
2024-12-29,alpha,278.17212775412713
2024-12-30,alpha,207.66745292943966
2024-12-31,alpha,194.13200800137707
2022-01-01,beta,205.12155226754385
2022-01-02,beta,196.60956553606363
2022-01-03,beta,344.89611839168833
2022-01-04,beta,237.53131479168252
2022-01-05,beta,164.4606691408491
2022-01-06,beta,392.27565753520287
2022-01-07,beta,370.94647124085645
2022-01-08,beta,381.9380707988032
2022-01-09,beta,398.7269556616088
2022-01-10,beta,193.4738123048718
2022-01-11,beta,249.06050472566469
2022-01-12,beta,339.55961892602284
2022-01-13,beta,324.005154513448
2022-01-14,beta,188.47397658496376
2022-01-15,beta,353.95828124765444
2022-01-16,beta,206.11014295916516
2022-01-17,beta,205.95440370565578
2022-01-18,beta,284.2436057233534
2022-01-19,beta,298.2349837104258
2022-01-20,beta,295.02155195945284
2022-01-21,beta,172.87170934943873
2022-01-22,beta,369.36521565759506
2022-01-23,beta,216.40001064717652
2022-01-24,beta,182.37873032070104
2022-01-25,beta,372.1870199672443
2022-01-26,beta,388.91287455743833
2022-01-27,beta,365.53190431636267
2022-01-28,beta,352.3790186812195
2022-01-29,beta,313.8104951597554
2022-01-30,beta,287.7143426522848
2022-01-31,beta,171.74668997785253
2022-02-01,beta,252.11330326767467
2022-02-02,beta,243.17212925307848
2022-02-03,beta,214.93844594008155
2022-02-04,beta,330.85502842214623
2022-02-05,beta,273.9689337696927
2022-02-06,beta,170.26155397691198
2022-02-07,beta,205.04580048745282
2022-02-08,beta,320.81469091489896
2022-02-09,beta,169.03271487257504
2022-02-10,beta,362.8017285121922
2022-02-11,beta,273.78663175349357
2022-02-12,beta,270.146644331662
2022-02-13,beta,298.1019461648794
2022-02-14,beta,356.1702414812873
2022-02-15,beta,236.95230197554827
2022-02-16,beta,319.5040381397659
2022-02-17,beta,291.43299099894773
2022-02-18,beta,216.75706754235534
2022-02-19,beta,369.6574965887895
2022-02-20,beta,349.356505401732
2022-02-21,beta,314.61295866460637
2022-02-22,beta,362.64543227356046
2022-02-23,beta,366.8235502399506
2022-02-24,beta,327.09074417875865
2022-02-25,beta,359.253332090918
2022-02-26,beta,324.3678654173209
2022-02-27,beta,320.0351929400751
2022-02-28,beta,304.65284455379606
2022-03-01,beta,338.1791598894103
2022-03-02,beta,189.65127632326843
2022-03-03,beta,370.2176897997321
2022-03-04,beta,367.960881936308
2022-03-05,beta,157.31182075863978
2022-03-06,beta,356.45418764119063
2022-03-07,beta,182.2174668683613
2022-03-08,beta,233.77971356478548
2022-03-09,beta,335.87706407290193
2022-03-10,beta,190.18997401207704
2022-03-11,beta,354.49175602976555
2022-03-12,beta,358.0335444894355
2022-03-13,beta,276.86693344020904
2022-03-14,beta,151.5964679292084
2022-03-15,beta,221.7595332937282
2022-03-16,beta,304.23172959393554
2022-03-17,beta,395.29654450685587
2022-03-18,beta,307.9533817541671
2022-03-19,beta,214.95089526603994
2022-03-20,beta,308.5014257749028
2022-03-21,beta,284.9963449289639
2022-03-22,beta,344.96134878778594
2022-03-23,beta,176.7451597067396
2022-03-24,beta,340.25697562550704
2022-03-25,beta,285.3166446690276
2022-03-26,beta,390.74800096474866
2022-03-27,beta,235.46804150967154
2022-03-28,beta,308.155473283487
2022-03-29,beta,383.00702637750436
2022-03-30,beta,175.62743199766982
2022-03-31,beta,384.3071218091128
2022-04-01,beta,321.9714305752033
2022-04-02,beta,166.95926477629297
2022-04-03,beta,225.24089173670404
2022-04-04,beta,327.04302216132044
2022-04-05,beta,166.83765036719294
2022-04-06,beta,295.5426150440683
2022-04-07,beta,236.47076423823918
2022-04-08,beta,305.22887944186925
2022-04-09,beta,161.43550845312822
2022-04-10,beta,367.8842015380941
2022-04-11,beta,393.37224229434923
2022-04-12,beta,392.2194638214229
2022-04-13,beta,337.4129579357312
2022-04-14,beta,182.521560032658
2022-04-15,beta,339.5657989822556
2022-04-16,beta,156.14672911470038
2022-04-17,beta,155.53088788224932
2022-04-18,beta,230.90255478738533
2022-04-19,beta,272.16079760116645
2022-04-20,beta,342.60185445194827
2022-04-21,beta,320.8238441516263
2022-04-22,beta,261.47567659418706
2022-04-23,beta,218.40666657041646
2022-04-24,beta,399.2811250394278
2022-04-25,beta,256.5453255589932
2022-04-26,beta,262.8467560824189
2022-04-27,beta,190.9059552979173
2022-04-28,beta,348.7023871874824
2022-04-29,beta,323.4205564453722
2022-04-30,beta,205.1924031971901
2022-05-01,beta,170.59526140396068
2022-05-02,beta,320.1248255186783
2022-05-03,beta,313.62780357028385
2022-05-04,beta,218.31488174955234
2022-05-05,beta,387.71589056260257
2022-05-06,beta,187.76447294522507
2022-05-07,beta,258.08370026065046
2022-05-08,beta,385.90398004189973
2022-05-09,beta,254.93182923153057
2022-05-10,beta,309.63148691602134
2022-05-11,beta,249.3985994906986
2022-05-12,beta,218.5538005871675
2022-05-13,beta,395.99441198995703
2022-05-14,beta,252.33350157876077
2022-05-15,beta,373.5248009197836
2022-05-16,beta,207.48865147277155
2022-05-17,beta,203.27617600627082
2022-05-18,beta,157.78352072112784
2022-05-19,beta,312.91670634397127
2022-05-20,beta,242.13158593094028
2022-05-21,beta,366.0895624599093
2022-05-22,beta,268.30247667288927
2022-05-23,beta,392.04835697868043
2022-05-24,beta,196.3813789257803
2022-05-25,beta,367.1557919889027
2022-05-26,beta,344.1492131979354
2022-05-27,beta,342.730461161013
2022-05-28,beta,361.1958070292219
2022-05-29,beta,340.2559977357497
2022-05-30,beta,306.55508040785384
2022-05-31,beta,182.8112194205969
2022-06-01,beta,158.13154487281298
2022-06-02,beta,380.2119619539217
2022-06-03,beta,304.1625786301845
2022-06-04,beta,349.1343227440441
2022-06-05,beta,270.38058787813753
2022-06-06,beta,179.32704724059863
2022-06-07,beta,181.29644805063762
2022-06-08,beta,321.39132180724283
2022-06-09,beta,257.57647372486565
2022-06-10,beta,200.13118167508418
2022-06-11,beta,272.89863668535924
2022-06-12,beta,166.05223426878354
2022-06-13,beta,295.49285047859973
2022-06-14,beta,217.24835110877441
2022-06-15,beta,349.3897751592971
2022-06-16,beta,227.59048973089344
2022-06-17,beta,263.80503727045027
2022-06-18,beta,152.90513497702517
2022-06-19,beta,168.1117219486397
2022-06-20,beta,248.1233891016712
2022-06-21,beta,269.98470867928086
2022-06-22,beta,300.00513702982596
2022-06-23,beta,222.91564467732582
2022-06-24,beta,323.74547153163564
2022-06-25,beta,365.03059929730114
2022-06-26,beta,344.9627472233375
2022-06-27,beta,159.9047063370893
2022-06-28,beta,270.1267368144572
2022-06-29,beta,176.2325446045437
2022-06-30,beta,210.51125396563185
2022-07-01,beta,396.6656483167866
2022-07-02,beta,185.6238857253783
2022-07-03,beta,274.72203836283904
2022-07-04,beta,304.5389335795298
2022-07-05,beta,325.61624263602596
2022-07-06,beta,289.91217087172856
2022-07-07,beta,152.4427118547959
2022-07-08,beta,231.61532706099797
2022-07-09,beta,279.42791084617784
2022-07-10,beta,171.96662478620834
2022-07-11,beta,237.6567328022952
2022-07-12,beta,158.30077719784165
2022-07-13,beta,169.64462428875518
2022-07-14,beta,249.23081905039902
2022-07-15,beta,183.17893851076508
2022-07-16,beta,291.8852120653895
2022-07-17,beta,322.3662422843164
2022-07-18,beta,350.14667477727073
2022-07-19,beta,200.03756106120252
2022-07-20,beta,191.87064556476744
2022-07-21,beta,176.14196008360005
2022-07-22,beta,309.1075623859092
2022-07-23,beta,326.6189316217253
2022-07-24,beta,157.8965362064105
2022-07-25,beta,384.05306156092246
2022-07-26,beta,162.9928209128681
2022-07-27,beta,285.3240838252676
2022-07-28,beta,327.2651298627291
2022-07-29,beta,367.7422809365214
2022-07-30,beta,328.52173303310695
2022-07-31,beta,350.43202076744797
2022-08-01,beta,234.8625481357015
2022-08-02,beta,353.70627843662805
2022-08-03,beta,170.0287115961688
2022-08-04,beta,373.70416401513194
2022-08-05,beta,286.89809403843407
2022-08-06,beta,354.3244424906234
2022-08-07,beta,263.079571129575
2022-08-08,beta,310.89442379913123
2022-08-09,beta,281.60066523402827
2022-08-10,beta,332.89738043883295
2022-08-11,beta,170.40749550764738
2022-08-12,beta,165.08802099764094
2022-08-13,beta,211.77580850253662
2022-08-14,beta,189.8861700282971
2022-08-15,beta,367.9458916480504
2022-08-16,beta,204.80349683951107
2022-08-17,beta,393.96631395478283
2022-08-18,beta,234.2239479427767
2022-08-19,beta,195.5294789221748
2022-08-20,beta,347.4246267856198
2022-08-21,beta,314.676943875219
2022-08-22,beta,274.54892911328477
2022-08-23,beta,288.84088773440783
2022-08-24,beta,329.8004445680659
2022-08-25,beta,207.11368533282467
2022-08-26,beta,399.0834790141855
2022-08-27,beta,393.6982905366958
2022-08-28,beta,312.5814215867342
2022-08-29,beta,199.8856127322863
2022-08-30,beta,320.0570606078228
2022-08-31,beta,168.04960224479396
2022-09-01,beta,157.66312555145151
2022-09-02,beta,214.4207221278034
2022-09-03,beta,265.6557391848291
2022-09-04,beta,367.06812635209513
2022-09-05,beta,331.792267441577
2022-09-06,beta,335.6766302999953
2022-09-07,beta,256.3733336120188
2022-09-08,beta,236.48374813674073
2022-09-09,beta,242.75969074615068
2022-09-10,beta,396.91239093401447
2022-09-11,beta,160.02729785312061
2022-09-12,beta,366.75787403061213
2022-09-13,beta,294.6688521430983
2022-09-14,beta,259.6538547973976
2022-09-15,beta,331.3144151037841
2022-09-16,beta,271.6672353561757
2022-09-17,beta,368.35580952041516
2022-09-18,beta,375.17546600281463
2022-09-19,beta,255.43023171836387
2022-09-20,beta,219.2069493087629
2022-09-21,beta,298.0875821483405
2022-09-22,beta,378.0908364041727
2022-09-23,beta,202.66554725141665
2022-09-24,beta,305.7416458908707
2022-09-25,beta,307.8900550231301
2022-09-26,beta,333.27825560382024
2022-09-27,beta,182.89192128181494
2022-09-28,beta,328.95624117052216
2022-09-29,beta,377.25813016641024
2022-09-30,beta,194.9207772175605
2022-10-01,beta,209.38583123096942
2022-10-02,beta,392.8487735104099
2022-10-03,beta,195.24423817737244
2022-10-04,beta,363.5962733423948
2022-10-05,beta,273.0694641120087
2022-10-06,beta,211.80776860079425
2022-10-07,beta,367.68747531812784
2022-10-08,beta,261.3263137506664
2022-10-09,beta,278.70433848242254
2022-10-10,beta,239.80834234994143
2022-10-11,beta,298.23771285873187
2022-10-12,beta,190.8809681462557
2022-10-13,beta,247.77038416294016
2022-10-14,beta,392.3530805838219
2022-10-15,beta,214.53335817528188
2022-10-16,beta,314.18416613532304
2022-10-17,beta,231.29751605617372
2022-10-18,beta,343.3682814216502
2022-10-19,beta,182.71841517958745
2022-10-20,beta,392.45526126963614
2022-10-21,beta,263.4473853459098
2022-10-22,beta,209.012615836616
2022-10-23,beta,168.37418683250317
2022-10-24,beta,192.43947627188518
2022-10-25,beta,279.94348713900445
2022-10-26,beta,234.25079410782158
2022-10-27,beta,357.2208414706524
2022-10-28,beta,257.7218809154515
2022-10-29,beta,212.17856814690748
2022-10-30,beta,304.2862466510075
2022-10-31,beta,326.69430422136145
2022-11-01,beta,191.76047697523745
2022-11-02,beta,191.9048040720794
2022-11-03,beta,159.16785673338575
2022-11-04,beta,334.10050376641016
2022-11-05,beta,315.95113190545123
2022-11-06,beta,268.65771893745347
2022-11-07,beta,361.04261224229924
2022-11-08,beta,351.4175382375133
2022-11-09,beta,296.3385910991881
2022-11-10,beta,367.0678201283147
2022-11-11,beta,201.46030250919205
2022-11-12,beta,177.97990484943196
2022-11-13,beta,217.4374028792474
2022-11-14,beta,164.27171402232872
2022-11-15,beta,282.79238200025804
2022-11-16,beta,384.1514230737404
2022-11-17,beta,159.8358851671274
2022-11-18,beta,180.5274785025067
2022-11-19,beta,263.04975707085885
2022-11-20,beta,383.4687543819762
2022-11-21,beta,229.03902624418762
2022-11-22,beta,276.8087021720981
2022-11-23,beta,160.39321476259803
2022-11-24,beta,187.08580024052222
2022-11-25,beta,396.6575307397117
2022-11-26,beta,391.27967410901135
2022-11-27,beta,151.2349952336024
2022-11-28,beta,387.95294635580973
2022-11-29,beta,309.7799844538751
2022-11-30,beta,366.9795736300055
2022-12-01,beta,263.6849639084648
2022-12-02,beta,278.8990071448126
2022-12-03,beta,272.21164506423
2022-12-04,beta,316.7160643865261
2022-12-05,beta,184.91281368907823
2022-12-06,beta,157.4933974681695
2022-12-07,beta,226.98248539779775
2022-12-08,beta,326.17019068416164
2022-12-09,beta,200.4633630307371
2022-12-10,beta,318.35810833122935
2022-12-11,beta,392.4780115268176
2022-12-12,beta,173.4751789473546
2022-12-13,beta,318.1505295562816
2022-12-14,beta,260.9375548261428
2022-12-15,beta,367.0355635943763
2022-12-16,beta,194.2874473618465
2022-12-17,beta,323.1564880565411
2022-12-18,beta,359.5288224120276
2022-12-19,beta,386.1535548685058
2022-12-20,beta,320.81200707241146
2022-12-21,beta,274.2936910021068
2022-12-22,beta,304.4618100503035
2022-12-23,beta,367.22624611967956
2022-12-24,beta,292.6524366597074
2022-12-25,beta,157.59676492420923
2022-12-26,beta,382.73717387674446
2022-12-27,beta,322.3816877578903
2022-12-28,beta,319.12834644431166
2022-12-29,beta,203.9187880994293
2022-12-30,beta,314.7213675581643
2022-12-31,beta,248.4661014135396
2023-01-01,beta,312.80824426037304
2023-01-02,beta,176.64825757699768
2023-01-03,beta,314.461326150759
2023-01-04,beta,399.85343144266665
2023-01-05,beta,162.053009715139
2023-01-06,beta,394.29354605532933
2023-01-07,beta,251.72699018071765
2023-01-08,beta,367.68836258431475
2023-01-09,beta,345.5963710145684
2023-01-10,beta,291.754065246667
2023-01-11,beta,334.6123023128316
2023-01-12,beta,369.628890325337
2023-01-13,beta,251.03508041275825
2023-01-14,beta,231.7582903908097
2023-01-15,beta,316.89834639089617
2023-01-16,beta,351.96148548531465
2023-01-17,beta,340.571283694154
2023-01-18,beta,349.4534122146586
2023-01-19,beta,258.89582870323324
2023-01-20,beta,354.4585540437554
2023-01-21,beta,180.0522638426521
2023-01-22,beta,286.12227449021236
2023-01-23,beta,151.4396651245304
2023-01-24,beta,231.14645747506756
2023-01-25,beta,241.61538371784945
2023-01-26,beta,249.04317290231384
2023-01-27,beta,323.86680167246556
2023-01-28,beta,247.13952531758645
2023-01-29,beta,262.1734056556327
2023-01-30,beta,209.38603271858187
2023-01-31,beta,243.312947907335
2023-02-01,beta,206.81740681578788
2023-02-02,beta,168.29898094211092
2023-02-03,beta,300.8621483453445
